3.7106,235
3.4783,575
4.0674,282
3.0449,5788
3.6353,532
3.8006,15179
3.7013,1577
3.6175,251
4.0610,2343
3.1398,2375
2.7962,157
3.6043,1309
2.9897,194
2.4677,186
3.2391,184
2.7776,1713
2.8316,297
2.0920,424
3.8062,867
1.2879,132
3.7813,20181
3.4781,6567
3.8038,2268
3.7361,341
3.8743,175
2.7045,132
3.3031,320
3.0340,294
3.2764,6136
2.0345,145
2.9139,581
2.2768,271
2.9831,28454
3.3640,489
2.4295,156
3.1379,406
3.2800,1057
3.1199,5915
3.2061,5317
3.4851,6110
2.8173,416
3.5027,187
2.7376,202
3.8465,228
3.3951,162
2.4712,104
1.8830,171
3.2597,1209
3.6536,153
3.4793,338
2.6026,156
3.1970,599
3.0071,7739
2.6389,72
3.4587,33797
3.2756,14822
3.0137,730
3.1753,599
3.2443,5890
4.0086,1050
2.9603,629
2.5260,173
3.2669,577
3.5478,115
4.1917,1706
3.9407,2800
2.3721,86
3.4965,10846
3.1958,10825
3.2500,132
3.0799,651
2.8222,180
2.9565,184
3.4811,4350
2.9160,262
3.9626,154832
3.2446,560
3.2941,204
3.1852,108
4.0537,2122
3.8393,647
4.1934,2094
2.4060,234
3.9839,2047
3.0756,8265
3.3095,84
3.0140,2213
3.3032,155
3.0585,1008
3.8144,1983
3.3185,2336
3.7689,528
3.4481,2053
2.3472,599
3.3955,177
2.8911,514
2.0000,137
2.7283,92
2.5612,294
4.1671,1622
2.9733,1161
2.4583,216
3.3603,247
3.5026,9746
3.2162,2910
3.3202,406
2.8129,1192
3.5761,401
3.3130,115
2.8908,238
3.3436,844
3.5433,100248
2.4118,68
3.7610,770
2.5192,104
2.0342,146
3.0551,254
3.1690,580
3.0845,142
3.4955,13788
3.3246,114
3.8289,795
2.6122,361
3.8647,266
3.5657,670
3.9350,8552
2.9769,347
3.0377,239
3.2523,1094
1.5050,596
3.6599,297
2.9592,98
3.5136,664
3.5727,11816
2.6327,245
3.6597,8299
2.9794,728
3.2185,421
4.1508,1532
2.6454,141
3.4978,13719
3.4986,696
3.5402,4165
3.0942,191
3.1442,437
3.6530,1199
3.7201,1236
3.1457,3280
2.9934,302
3.9421,8685
3.8721,4035
3.4370,691
3.5000,170
3.0125,80
2.6765,439
2.9375,144
3.3201,5129
2.6103,136
2.5647,85
3.5116,817
2.7395,119
4.0451,1930
3.6329,44001
2.7504,2989
3.7778,20801
3.2543,3441
3.5890,11409
4.1726,811
2.3417,357
2.6957,207
3.2450,351
3.7917,1104
3.8730,6364
2.3797,79
3.5125,7567
3.2176,478
3.0726,4446
3.8168,1332
3.3831,7637
3.2011,179
3.0791,2388
3.7411,6351
3.3333,282
3.0568,88
2.9618,2697
3.4939,4086
3.7444,4766
2.9348,138
2.6092,174
3.3960,1063
3.0700,14669
3.0376,133
3.1728,324
3.4157,8694
3.9763,929
2.9894,188
3.5096,32828
3.0553,2406
3.7593,885
2.8434,166
3.4306,7094
3.2871,209
2.4937,79
3.8301,359
3.6125,4684
1.9161,322
2.9282,209
3.7062,194
3.0370,162
3.6400,38680
3.5277,667
3.5079,2276
3.3875,72381
3.7438,363
4.1440,257
3.6139,14759
4.1325,898
3.0692,130
2.1711,76
3.6680,503
3.2353,102
2.8939,1951
3.3240,1747
2.9939,814
3.8438,26718
2.4840,343
4.0945,5955
2.9944,14038
4.4080,1223
3.6288,5132
2.1429,168
2.7068,133
2.9670,182
2.4206,214
3.8391,4468
2.5461,1994
3.2251,2563
3.4058,2686
3.8301,6715
3.1269,197
2.1587,315
3.3271,107
2.7712,590
2.7292,938
2.8016,126
3.4010,419
2.8419,215
3.1983,459
2.8774,106
2.2920,113
3.5251,24127
3.7404,104
3.7415,3637
2.2354,3305
3.5229,2071
3.1893,9560
4.2540,8669
3.9748,159
3.1970,2036
3.5010,1008
2.5632,87
3.1290,124
3.5143,104362
3.1989,16856
3.8629,9312
2.6602,2063
3.9829,2335
3.4907,11917
3.7370,654
2.5207,217
3.0593,405
3.2452,314
3.2822,659
3.2703,111
3.1607,168
3.1057,388
2.6667,69
2.9117,532
4.2493,2475
3.5502,478
2.9735,1356
3.7859,612
3.9048,126
2.5176,427
3.8312,397
3.5816,741
2.4421,95
3.3658,1203
3.5268,224
3.1550,387
3.3760,508
2.5000,82
3.7646,58527
3.7942,31537
2.8000,365
3.5284,388
2.8583,120
3.4928,207
3.1162,809
3.1422,211
2.9399,449
3.0906,320
3.8860,81278
4.0661,1104
2.3766,154
2.6582,158
3.3500,100
2.3691,363
3.8473,609
3.7905,296
3.4900,996
3.5844,3061
3.2397,3713
3.5455,3888
2.9810,105
2.9771,11548
3.2213,122
3.2746,142
3.3869,429
3.1339,239
3.5248,101
3.5470,4850
3.4739,14384
3.1378,15786
1.9556,45
2.7059,119
4.0724,3812
3.1480,277
3.7814,938
4.1092,5872
3.1395,172
2.9641,167
3.0046,217
3.1873,9092
2.8571,133
3.2012,19563
3.7853,3494
3.5169,8378
2.7285,372
3.1743,637
3.5487,791
3.9341,1244
2.5067,598
4.1156,917
3.8234,3556
2.9600,150
3.4577,579
3.7146,11401
2.8611,180
3.6271,236
2.6857,3598
3.7347,245
3.0461,369
3.2646,1527
3.4229,2095
3.8919,25100
2.9965,569
2.8237,465
2.1656,157
2.4508,457
2.5818,385
3.7229,1487
3.2174,552
3.4597,11076
2.6279,129
3.9459,573
3.4981,19351
3.5458,295
2.7089,213
3.7725,255
3.3806,825
2.8963,135
3.4764,636
3.0885,113
2.3577,137
3.9880,1420
4.1996,31691
2.7449,1231
3.4216,102
3.1122,196
3.5161,186
3.5125,439
2.4457,92
2.8821,458
3.9324,1671
3.1104,1132
2.8415,82
3.5653,4536
2.8526,95
3.2944,462
4.1860,108606
3.1079,241
2.6147,109
4.0528,2914
3.1788,358
3.6829,287
3.5748,642
3.8526,780
2.7535,4844
3.9392,2467
3.4293,30593
3.2765,12356
3.0628,1226
3.4974,189
3.9321,11177
3.6717,591
2.3650,600
3.1759,108
2.4545,198
2.0000,146
3.4171,856
4.0161,4900
4.1913,11038
3.0266,338
3.1618,136
2.9592,539
3.1522,322
3.3750,168
3.0574,122
2.8372,43
3.5882,442
3.5446,112
3.9177,7574
3.2264,10834
2.4602,113
3.3299,785
2.8670,203
3.4159,113
2.7957,93
3.6420,729
2.1927,109
3.4516,217
2.7055,343
3.4229,908
3.1865,638
3.0542,1809
2.2941,153
4.0494,263
3.3931,1366
4.2479,726
3.0888,169
3.7196,23691
1.9944,180
3.8882,161
3.6807,18464
2.1615,161
3.0191,3254
3.9418,1753
2.6742,89
3.0177,113
2.4823,141
3.6589,1026
2.7426,136
3.3711,1676
2.5714,91
3.5120,332
3.9846,2410
3.4133,7000
3.3260,8089
3.1894,264
2.5756,3037
3.6732,615
3.6174,264
2.9536,194
3.4748,1072
3.5405,2370
3.0911,21284
3.8853,37310
3.6777,2876
3.5679,324
3.2857,196
3.5970,866
2.6542,107
2.0530,132
3.0197,203
3.8087,3137
3.6184,228
3.6400,225
3.6166,626
2.0000,130
3.6566,166
2.7881,2076
3.3286,2255
2.9375,128
3.6267,1227
3.0318,314
3.8004,1563
2.5010,497
3.4034,1713
3.6290,89999
3.5269,3638
2.8211,95
3.7629,1839
3.0510,18298
3.7715,2958
3.6546,359
3.9345,6210
3.0521,3337
3.2200,13253
1.7212,104
4.0315,11858
3.2517,302
3.3161,446
2.7275,1156
3.2842,760
3.3172,6204
3.4474,152
2.3051,59
3.0542,1309
3.0392,536
4.0335,925
3.2547,106
3.8052,970
2.9528,127
2.9648,142
3.2943,8027
3.6032,7497
3.4213,254
2.7636,258
3.8632,870
2.2136,103
4.1921,1499
3.2507,383
2.4420,138
4.2856,20762
3.7223,3439
3.2865,3868
3.1412,425
3.4808,861
3.0222,316
3.4066,7688
3.4254,19960
2.8286,105
2.9328,833
3.1706,170
3.9800,1450
3.8384,3782
2.6811,1016
2.4914,116
3.4936,17696
3.3476,210
2.8463,1054
3.5279,305
3.2973,1621
3.5100,251
3.7316,1021
3.3283,722
3.2942,4847
3.4471,2997
3.5558,2582
3.3701,40744
3.6442,2617
2.9863,804
2.6959,559
3.7380,14149
3.3357,1430
3.1095,137
2.5375,80
2.5345,116
3.3302,1817
3.1378,254
3.5000,178
3.7512,5439
1.8177,181
2.9383,8135
3.5344,1003
3.0874,641
3.2153,418
2.9053,95
2.5134,335
3.7583,34941
3.3871,1364
3.3227,6282
3.9450,836
2.8446,341
2.4798,248
4.3985,389
4.0708,59518
3.7259,2328
3.0460,5829
3.7895,475
3.5977,614
2.5861,331
3.2812,313
2.9374,3944
2.6610,177
2.7702,161
3.0201,349
3.8101,1701
3.0642,483
3.8340,1554
3.0688,2166
2.8653,245
3.7120,2083
3.4602,113
2.7419,93
3.3112,4434
2.5909,110
3.4985,7840
2.6447,197
3.3079,11847
2.8142,409
4.1238,5945
3.3147,464
2.2541,6084
3.2102,490
3.5687,73337
3.7833,3622
3.1303,8662
3.0735,1796
2.5217,115
3.2787,122
3.3474,426
4.0886,158
4.0681,98700
3.5875,2041
3.2814,167
3.3342,371
3.1989,1267
2.8088,476
3.1026,3645
1.9712,208
3.7744,1232
2.9217,217
3.3182,3539
3.0739,1285
2.4886,176
3.7949,7917
3.1788,330
1.9333,75
3.7850,3526
1.8542,240
2.6307,880
3.7693,4977
3.4123,3398
2.0137,146
3.3083,3007
1.9312,189
3.5336,5013
4.1856,194
3.7030,303
3.0237,591
2.9414,20758
4.1834,1298
3.1028,4261
3.0348,201
3.3360,3851
3.1543,635
3.9625,79845
3.1837,140154
3.0578,415
2.7429,140
3.8464,19401
3.7303,267
2.8109,312
2.8582,5756
2.7917,96
2.8571,126
3.0151,199
3.8233,1788
2.1649,370
2.8474,1206
3.3684,1710
3.3372,86
3.4004,3734
3.0167,120
3.3768,284
3.5030,9661
3.1949,898
2.9233,861
2.8313,83
3.1506,1275
2.9661,383
3.7895,114
3.0556,1025
3.0774,620
2.7802,2570
3.7546,3867
3.9566,35537
3.4396,12683
3.5793,7676
2.1230,122
3.3934,122
3.6900,1913
3.9748,108771
3.0714,168
3.4401,618
2.1419,155
3.1418,134
2.1846,130
2.9746,668
3.3121,894
2.9323,133
3.2384,172
3.1094,192
3.2779,1749
2.8974,156
3.0000,2923
3.1081,333
3.3891,1005
3.5370,108
2.5886,158
3.2167,60
2.9032,124
2.9184,6191
3.2450,2988
3.7707,78878
3.5071,1345
3.1818,121
1.7677,99
3.4282,369
3.2436,390
4.0038,2626
2.8889,315
3.3371,2026
2.8173,405
4.0357,196
4.0047,1283
3.4867,226
3.2329,498
3.4461,3481
3.5012,431
3.3861,2380
3.2123,212
4.0102,134241
3.5217,4087
4.0803,1956
2.8118,441
3.9251,7289
3.1230,496
3.5458,3430
1.4962,133
3.5015,339
3.2228,1315
4.2488,607
3.8396,1135
3.7134,164
3.0053,571
3.4751,3290
2.7025,121
2.9536,2563
2.9897,773
3.3929,1932
2.6268,142
3.1809,669
3.1220,295
3.2077,183
4.0974,1407
2.3699,584
3.1255,5362
2.7911,225
3.4800,75
3.1876,693
3.6424,1127
3.4809,6057
3.0503,398
2.8869,2369
3.4944,180
3.0382,1204
3.9058,39037
4.3487,11385
3.2385,130
3.5193,233
3.7977,687
3.1053,2013
3.1056,142
3.2424,5981
3.1208,389
3.5924,8592
2.3548,248
3.2997,3370
3.1186,42113
3.0714,112
3.3656,186
3.2225,1951
3.6925,413
3.7053,570
2.7538,394
3.4233,4087
3.5185,135
3.3989,1291
4.1755,2735
3.3318,1769
3.2642,477
3.6047,430
2.7778,126
3.0518,2895
3.5543,276
2.7561,123
2.8540,226
3.2650,234
2.9222,270
3.1718,163
2.7569,32832
3.6908,359
4.1420,3035
3.1524,2710
2.3546,2008
2.6053,190
3.7071,14500
2.5653,1118
3.4415,3178
3.1793,2543
3.2227,2986
3.9753,5755
2.6595,370
3.2443,176
3.3962,573
3.1880,266
3.3488,35026
3.8767,665
3.3110,121207
3.1197,117
3.1333,75
2.7035,634
3.0602,133
2.8032,432
3.4969,487
3.7974,24605
3.1897,232
3.7186,1272
3.6368,1429
2.7038,1330
2.6539,471
2.9766,171
3.9948,191
2.6552,116
2.9797,1083
4.0440,45620
3.5610,164
3.6701,97
3.1741,201
3.2944,248
3.4158,7456
3.3440,125
2.8661,112
2.8261,92
2.7463,272
2.5390,154
3.8614,974
3.0678,9494
3.0185,108
3.1571,191
3.0698,129
3.2169,83
3.0573,157
1.8015,131
2.8321,131
2.7280,250
2.9462,130
3.6479,1721
3.3127,809
2.5231,195
3.3901,141
3.9026,852
3.7388,245
3.7876,1144
3.7660,923
3.2862,304
3.6874,563
2.9617,183
4.3820,6398
3.6975,595
3.4595,3976
2.3852,623
2.7908,153
3.2951,122
2.7475,3287
3.5144,4411
2.8738,1846
2.8231,537
3.5967,24880
2.3418,79
2.0904,188
3.7899,14252
2.5080,187
3.0141,1770
3.7636,3240
2.4274,379
3.3252,1891
3.7887,194
3.4243,806
3.0245,163
3.1538,91
3.5648,108
3.0746,603
2.1563,96
2.3448,58
3.5968,4214
2.8972,107
3.0672,119
2.6917,519
2.7651,149
3.9213,1207
3.7157,102
3.3674,675
3.4106,3351
2.7673,245
2.9350,13046
4.0967,6130
3.9252,254
3.2619,84
3.2564,195
3.4132,4852
2.7823,712
3.5844,3975
4.0337,801
2.7903,329
2.8667,120
3.6047,506
3.4083,74076
3.1133,203
3.3708,11994
4.2900,5266
2.8462,143
2.9740,77
3.2192,2929
3.6444,883
2.4192,229
3.0388,103
3.6182,55
2.1181,127
4.4648,796
2.9640,111
2.9341,531
3.4617,4180
4.0431,116
2.2629,502
2.8170,858
3.7015,18126
2.7251,1146
2.5378,225
3.5370,113674
2.2105,95
2.4086,186
2.9470,151
3.1305,2100
3.6089,202
3.8661,784
4.0880,18258
2.7933,208
3.3043,115
3.0363,937
3.6286,105
3.1652,115
4.2798,7720
3.5396,139
3.7551,1376
3.9167,252
3.2241,58
3.7678,900
3.0311,1512
3.2724,503
2.2752,149
3.3527,1925
2.6504,349
2.0363,303
3.4161,423
2.1893,169
3.0697,3859
2.6576,184
3.0870,115
3.0313,192
2.4196,367
3.5756,1025
3.4201,219
3.0752,359
2.2417,120
2.5639,360
3.3935,216
3.7444,41355
3.7102,24089
3.7158,292
2.5307,505
3.7812,98696
3.3885,2901
2.2375,160
3.4771,306
2.8881,143
2.6444,239
4.4697,11829
3.3568,199
1.7980,99
3.3831,6599
3.7471,170
3.0717,4660
3.2532,15992
3.8035,173
3.1332,383
3.3161,1411
2.4531,192
3.5437,206
3.8705,1460
2.8288,479
3.3778,225
3.8444,302
2.2093,755
3.1185,135
3.4708,240
4.3444,16683
2.3659,82
2.7080,411
2.9560,91
4.3607,912
4.0196,1174
3.1435,432
3.0961,9650
3.5203,3352
3.0091,219
3.2448,384
3.7817,820
3.4822,1883
3.8217,258
3.5541,40153
3.1895,401
3.0168,476
3.1938,160
4.1899,2270
3.1461,2279
2.7989,353
2.2329,146
2.0385,78
3.5940,10988
2.0495,101
3.1440,375
3.6068,4240
2.6190,126
3.4842,349
3.0495,1192
2.4585,4648
3.3439,1172
2.9070,215
3.8436,4432
3.2565,612
3.7406,8497
3.3505,930
2.7905,9521
3.3267,303
3.4069,145
3.8569,636
2.3598,403
2.9583,144
3.1563,192
2.8872,266
2.3844,294
1.9338,287
3.7590,114997
3.3382,8817
2.9746,197
2.3828,128
2.8515,357
3.9535,4083
2.5395,76
2.9922,384
2.9164,718
3.5399,526
3.7074,4258
3.8514,6258
2.6990,103
3.1622,185
3.1962,1045
3.0514,428
3.0337,8170
3.2659,361
3.3344,643
3.4803,61019
2.3498,303
3.7332,641
3.6721,735
3.4360,250
2.7262,252
2.6970,99
2.5779,154
1.4978,223
2.0455,88
3.8262,40841
3.6595,834
2.6859,1729
2.5216,278
3.6375,320
3.3849,252
3.3656,93
3.1987,18542
2.8735,506
3.0758,857
3.3983,1200
3.5563,11341
3.2406,212
3.7862,145
3.3507,21359
2.7643,420
4.3699,146
3.4692,422
3.5964,3033
3.9269,42933
3.0339,59
3.0567,406
3.8080,672
3.0356,2414
3.9790,17111
3.7557,1007
3.6217,230
2.7023,907
3.5594,11478
2.9151,2744
2.9702,235
2.6346,5797
2.4839,124
3.9278,2436
2.8462,208
3.0691,1607
2.8512,2983
3.2392,372
3.2991,234
3.8051,4639
3.3125,224
3.0429,233
2.7882,1251
2.0283,106
3.8141,59137
3.9690,902
2.3712,652
4.1895,6674
3.7557,1044
3.4088,318
2.3370,181
2.8926,875
3.4506,253
2.4646,127
4.1408,43518
3.2099,243
3.8017,4543
3.5452,398
3.5147,816
3.0415,217
3.5975,1123
3.0938,13289
3.4060,7194
3.6717,792
2.4158,101
2.0830,241
3.5225,18446
3.3370,2065
3.2284,324
1.7624,101
2.8722,180
4.0342,38378
3.0915,153
4.0713,855
3.2328,22793
3.6495,9279
3.9105,905
3.1536,651
2.3750,80
3.4871,52470
2.8671,331
4.1445,2236
2.7586,145
2.7557,1011
3.3300,2582
2.7238,2603
2.4278,187
3.9387,1061
3.6815,42046
4.1237,3047
3.5444,19085
2.9787,141
2.6779,149
3.9376,2258
3.3176,8371
3.0010,4018
3.3356,593
3.3386,5275
3.8327,281
3.1314,175
2.3165,79
3.4884,346
3.4357,7925
3.4169,662
3.3611,144
3.0989,354
2.3861,101
3.4965,987
3.8876,934
3.0476,147
2.5374,214
3.6879,25961
3.0117,686
2.7566,571
2.5000,74
3.6243,551
3.4573,1579
2.2787,122
3.9741,2666
3.3093,97
3.5657,472
4.1362,9610
3.0004,12425
3.6423,2452
2.9685,254
2.1100,100
3.8552,815
2.9358,109
3.4686,781
3.5825,27449
2.6667,150
3.0395,481
3.8299,48190
3.7519,4312
3.6766,269
2.9783,92
3.8018,11218
3.9471,7460
3.6654,20036
3.7902,572
2.5847,431
3.2283,438
3.4931,290
2.8370,92
2.8858,473
2.9934,304
3.4968,316
3.1329,504
3.0774,58364
3.6541,185
2.9723,3974
3.5177,1864
2.4363,557
2.9275,207
1.5221,655
3.3567,300
2.8355,863
3.8082,4139
3.5531,754
3.9963,809
2.6667,195
2.5513,312
3.4652,905
3.2787,2476
3.6372,4115
2.8783,115
3.4840,405
2.8873,275
3.6011,1657
2.7323,254
3.9109,10605
3.3660,153
3.7986,8588
3.8245,73004
3.0097,309
3.4102,11039
3.2713,129
3.1523,407
3.3882,1319
2.4035,114
2.6106,416
2.8750,104
3.4655,116
3.9861,65363
2.4902,153
3.7438,4785
3.4760,4729
3.3913,184
3.8962,3015
3.1194,2471
3.5126,238
3.2772,202
2.2101,138
3.4255,94
3.5864,3566
3.9381,2327
3.9167,96
2.9722,1691
3.0686,802
3.8860,24446
2.6105,8042
3.0288,104
3.9139,1243
3.6219,521
3.0898,1114
3.2090,708
3.2088,364
3.5370,1553
3.3438,96
3.1453,2230
3.2101,814
2.9839,682
3.5514,6150
3.6146,301
3.6970,99
3.3405,514
2.9743,505
3.3376,5157
4.1230,1342
3.8392,5561
1.6154,104
3.1524,10157
3.6858,436
3.0580,3535
4.2410,5025
2.7643,314
3.2464,836
3.9713,113377
3.6601,62809
4.0388,5155
3.7676,1364
3.2900,1476
3.4755,15828
4.0296,5098
3.0609,115
2.8743,175
2.5757,1216
2.6111,90
2.6262,321
3.7012,56918
2.0690,87
3.0638,94
3.0391,128
3.3975,2498
3.6080,199
2.5943,5857
2.8335,997
3.8536,1011
2.7814,7526
2.8163,196
3.5467,1937
3.0588,136
3.3594,281
3.1405,185
3.3819,508
2.7045,220
3.1423,253
2.7496,599
2.3137,102
3.5748,795
2.8949,314
3.6027,32769
2.9097,21143
3.4057,2226
2.8061,98
2.3978,93
3.2813,5134
3.7802,605
3.0225,2264
3.7484,1753
3.0978,92
3.7095,802
3.2192,48004
3.3307,5161
2.6639,2413
2.6550,171
2.6000,85
3.8346,2587
3.1654,133
3.2279,136
3.4698,2320
2.6552,116
3.4619,6909
3.1797,12286
3.2151,251
4.0666,2808
3.9631,840
2.1667,54
3.0724,152
3.8180,6072
3.0835,25712
3.1592,8855
3.0199,201
2.6742,89
3.6953,110159
2.9952,5019
3.5681,7333
3.3577,137
2.2406,187
2.8443,411
3.5825,103
3.5696,79
2.6216,111
3.2448,433
2.9189,333
2.8267,150
3.9091,29753
3.7396,2112
2.9947,188
3.5302,281
2.8347,121
4.1278,2269
2.8699,146
3.1849,14157
3.4001,3432
2.8092,283
3.3243,333
2.3679,106
3.0087,692
3.7401,22098
2.9206,743
3.8597,606
3.1538,871
3.1389,108
